protein,freq,study,study_type
TSHZ2,20,luad_tcga_pub,lung
ERBB4,19,luad_tcga_pub,lung
RBM10,19,luad_tcga_pub,lung
CCDC178,19,luad_tcga_pub,lung
MET,19,luad_tcga_pub,lung
SALL1,19,luad_tcga_pub,lung
KIAA1109,19,luad_tcga_pub,lung
FBXL7,19,luad_tcga_pub,lung
MGA,19,luad_tcga_pub,lung
NTRK3,19,luad_tcga_pub,lung
PCDHB3,19,luad_tcga_pub,lung
PTPRT,19,luad_tcga_pub,lung
PDE4DIP,19,luad_tcga_pub,lung
KMT2D,19,luad_tcga_pub,lung
EPHA3,19,luad_tcga_pub,lung
ALK,18,luad_tcga_pub,lung
ZNF804B,18,luad_tcga_pub,lung
NLRP4,18,luad_tcga_pub,lung
TRPC4,18,luad_tcga_pub,lung
NLRP13,18,luad_tcga_pub,lung
OR4C15,18,luad_tcga_pub,lung
BCORL1,18,luad_tcga_pub,lung
KDR,18,luad_tcga_pub,lung
PAK7,18,luad_tcga_pub,lung
SLC39A12,18,luad_tcga_pub,lung
DUSP27,17,luad_tcga_pub,lung
OR2T4,17,luad_tcga_pub,lung
FSHR,17,luad_tcga_pub,lung
DCHS1,17,luad_tcga_pub,lung
ZNF479,17,luad_tcga_pub,lung
PCDHB4,17,luad_tcga_pub,lung
REG3A,17,luad_tcga_pub,lung
ABCB1,17,luad_tcga_pub,lung
CLCN1,17,luad_tcga_pub,lung
OR8J3,17,luad_tcga_pub,lung
OR4Q3,17,luad_tcga_pub,lung
ITGAL,17,luad_tcga_pub,lung
KCNA4,17,luad_tcga_pub,lung
ARID1A,16,luad_tcga_pub,lung
TRRAP,16,luad_tcga_pub,lung
ZCCHC5,16,luad_tcga_pub,lung
FAM47A,16,luad_tcga_pub,lung
NDST4,16,luad_tcga_pub,lung
KCNB2,16,luad_tcga_pub,lung
OR2W3,16,luad_tcga_pub,lung
POM121L12,16,luad_tcga_pub,lung
GPRC6A,16,luad_tcga_pub,lung
OR4A15,16,luad_tcga_pub,lung
PRKDC,16,luad_tcga_pub,lung
CFAP47,16,luad_tcga_pub,lung
EPHB1,16,luad_tcga_pub,lung
OR2L3,15,luad_tcga_pub,lung
OR2M5,15,luad_tcga_pub,lung
FSCB,15,luad_tcga_pub,lung
OR4C16,15,luad_tcga_pub,lung
MUC7,15,luad_tcga_pub,lung
ATRX,15,luad_tcga_pub,lung
OR5F1,15,luad_tcga_pub,lung
PCDHB10,15,luad_tcga_pub,lung
OR8H3,15,luad_tcga_pub,lung
PIK3CA,15,luad_tcga_pub,lung
OR4M2,15,luad_tcga_pub,lung
ZNF676,15,luad_tcga_pub,lung
PRSS1,15,luad_tcga_pub,lung
INSRR,15,luad_tcga_pub,lung
OR5L2,15,luad_tcga_pub,lung
MED12,15,luad_tcga_pub,lung
FAM71B,14,luad_tcga_pub,lung
OR4C6,14,luad_tcga_pub,lung
OR5L1,14,luad_tcga_pub,lung
OR5D14,14,luad_tcga_pub,lung
DCAF12L2,14,luad_tcga_pub,lung
ZNF98,14,luad_tcga_pub,lung
TRIM51,14,luad_tcga_pub,lung
PCDHB12,14,luad_tcga_pub,lung
PCDHB8,14,luad_tcga_pub,lung
CD5L,14,luad_tcga_pub,lung
PDGFRA,14,luad_tcga_pub,lung
PLEC,14,luad_tcga_pub,lung
ZSWIM2,14,luad_tcga_pub,lung
AKAP9,14,luad_tcga_pub,lung
ARID2,14,luad_tcga_pub,lung
AMER1,13,luad_tcga_pub,lung
OR2M2,13,luad_tcga_pub,lung
OR5J2,13,luad_tcga_pub,lung
SAGE1,13,luad_tcga_pub,lung
KPRP,13,luad_tcga_pub,lung
SMARCA4,13,luad_tcga_pub,lung
CARD11,13,luad_tcga_pub,lung
POLQ,13,luad_tcga_pub,lung
CD1E,13,luad_tcga_pub,lung
TPR,13,luad_tcga_pub,lung
PGK2,13,luad_tcga_pub,lung
OR2T3,13,luad_tcga_pub,lung
OR10Z1,13,luad_tcga_pub,lung
OR4A5,13,luad_tcga_pub,lung
OR4A16,13,luad_tcga_pub,lung
INHBA,13,luad_tcga_pub,lung
CYP11B2,13,luad_tcga_pub,lung
OR2G3,13,luad_tcga_pub,lung
PDILT,13,luad_tcga_pub,lung
RBP3,13,luad_tcga_pub,lung
TRIML1,12,luad_tcga_pub,lung
OR2L8,12,luad_tcga_pub,lung
OR2T12,12,luad_tcga_pub,lung
FLT1,12,luad_tcga_pub,lung
OR5AS1,12,luad_tcga_pub,lung
RNF213,12,luad_tcga_pub,lung
GBA3,12,luad_tcga_pub,lung
MTOR,12,luad_tcga_pub,lung
PRDM14,12,luad_tcga_pub,lung
MARCO,12,luad_tcga_pub,lung
MYH11,12,luad_tcga_pub,lung
GLI3,12,luad_tcga_pub,lung
PCDHB6,12,luad_tcga_pub,lung
CCKBR,12,luad_tcga_pub,lung
OR4C46,12,luad_tcga_pub,lung
PDHA2,12,luad_tcga_pub,lung
TYR,12,luad_tcga_pub,lung
POLE,12,luad_tcga_pub,lung
RICTOR,12,luad_tcga_pub,lung
ZNF91,12,luad_tcga_pub,lung
OR2G2,12,luad_tcga_pub,lung
ZSCAN1,12,luad_tcga_pub,lung
OR2L13,12,luad_tcga_pub,lung
ROS1,12,luad_tcga_pub,lung
OR2M7,11,luad_tcga_pub,lung
OR2T33,11,luad_tcga_pub,lung
LRRK2,11,luad_tcga_pub,lung
FLT3,11,luad_tcga_pub,lung
GFRAL,11,luad_tcga_pub,lung
OR5T2,11,luad_tcga_pub,lung
MAGEE1,11,luad_tcga_pub,lung
NLRP10,11,luad_tcga_pub,lung
PDCD11,11,luad_tcga_pub,lung
OR5I1,11,luad_tcga_pub,lung
BRCA2,11,luad_tcga_pub,lung
OR10G8,11,luad_tcga_pub,lung
TRIOBP,11,luad_tcga_pub,lung
RUNX1T1,11,luad_tcga_pub,lung
OR2T6,11,luad_tcga_pub,lung
HCRTR2,11,luad_tcga_pub,lung
OR5T3,11,luad_tcga_pub,lung
REG3G,11,luad_tcga_pub,lung
SLC24A2,11,luad_tcga_pub,lung
OR4M1,11,luad_tcga_pub,lung
GPR139,11,luad_tcga_pub,lung
PTCH1,11,luad_tcga_pub,lung
OR2L2,11,luad_tcga_pub,lung
TBX22,11,luad_tcga_pub,lung
KRT6B,11,luad_tcga_pub,lung
NUP214,11,luad_tcga_pub,lung
OR6K3,11,luad_tcga_pub,lung
EPHA7,11,luad_tcga_pub,lung
OR2AK2,10,luad_tcga_pub,lung
OR2M3,10,luad_tcga_pub,lung
OR2T34,10,luad_tcga_pub,lung
F9,10,luad_tcga_pub,lung
F13B,10,luad_tcga_pub,lung
OR10AG1,10,luad_tcga_pub,lung
TGIF2LX,10,luad_tcga_pub,lung
MN1,10,luad_tcga_pub,lung
OR8K5,10,luad_tcga_pub,lung
